"dis1","dis2","Count"
"恶性胸腔积液","结核性腹腔积液",1
"恶性胸腔积液","扩张型心肌病",1
"恶性胸腔积液","粒细胞缺乏",1
"恶性胸腔积液","慢性萎缩性胃炎",1
"恶性胸腔积液","慢性支气管炎",1
"恶性胸腔积液","慢性阻塞性肺气肿性支气管炎伴急性加重",1
"恶性胸腔积液","脑梗死",1
"恶性胸腔积液","膀胱恶性肿瘤",1
"恶性胸腔积液","膀胱肿瘤",1
"恶性胸腔积液","贫血",2
"恶性胸腔积液","前列腺增生",1
"恶性胸腔积液","上肢静脉血栓形成",1
"恶性胸腔积液","肾上腺继发恶性肿瘤",1
"恶性胸腔积液","食管恶性肿瘤",1
"恶性胸腔积液","食管狭窄",1
"恶性胸腔积液","心包积液",3
"恶性胸腔积液","心房纤颤和扑动",1
"恶性胸腔积液","心功能不全",1
"恶性胸腔积液","心律失常",2
"恶性胸腔积液","胸膜继发恶性肿瘤",1
"恶性胸腔积液","眩晕综合征",1
"恶性胸腔积液","真菌感染",1
"恶性胸腔积液","纵隔淋巴结继发恶性肿瘤",1
"法特壶腹恶性肿瘤","垂体良性肿瘤",1
"法特壶腹恶性肿瘤","腹水",1
"法特壶腹恶性肿瘤","慢性萎缩性胃炎",1
"法特壶腹恶性肿瘤","十二指肠良性肿瘤",1
"法特壶腹恶性肿瘤","食管静脉曲张",1
"非何杰金氏淋巴瘤","高血压I",1
"非何杰金氏淋巴瘤","高脂血症",1
"非何杰金氏淋巴瘤","药物性肝损害",1
"非霍奇金淋巴瘤，未特指类型","高血压",1
"非霍奇金淋巴瘤，未特指类型","高血压Ⅲ",1
"非霍奇金淋巴瘤，未特指类型","脾切除史",2
"非霍奇金淋巴瘤，未特指类型","胃窦炎",1
"非霍奇金淋巴瘤","2型糖尿病",5
"非霍奇金淋巴瘤","低蛋白血症",2
"非霍奇金淋巴瘤","低钾血症",1
"非霍奇金淋巴瘤","低氯血症",1
"非霍奇金淋巴瘤","低钠血症",1
"非霍奇金淋巴瘤","电解质代谢紊乱",2
"非霍奇金淋巴瘤","肺部感染",1
"非霍奇金淋巴瘤","肝继发恶性肿瘤",2
"非霍奇金淋巴瘤","高钙血症",1
"非霍奇金淋巴瘤","高血压Ⅲ期",1
"非霍奇金淋巴瘤","高血压I期",1
"非霍奇金淋巴瘤","高血压病",4
"非霍奇金淋巴瘤","骨继发恶性肿瘤",3
"非霍奇金淋巴瘤","骨髓继发恶性肿瘤",1
"非霍奇金淋巴瘤","混合性贫血",1
"非霍奇金淋巴瘤","急性上呼吸道感染",1
"非霍奇金淋巴瘤","粒细胞缺乏",2
"非霍奇金淋巴瘤","泌尿道感染",1
"非霍奇金淋巴瘤","髂静脉血栓形成",1
"非霍奇金淋巴瘤","噬血细胞综合征",1
"非霍奇金淋巴瘤","下腔静脉血栓形成",1
"非霍奇金淋巴瘤","下肢动脉血栓形成",1
"非霍奇金淋巴瘤","消化道恶性肿瘤",1
"非霍奇金淋巴瘤","胸膜肥厚",2
"非霍奇金淋巴瘤","液气胸",1
"非霍奇金淋巴瘤","营养性巨幼细胞性贫血",1
"非霍奇金淋巴瘤","肿瘤性病理性骨折",1
"非霍奇金淋巴瘤","组织细胞白血病",1
"非霍奇金淋巴瘤的其他特指类型","放射性损伤",1
"非霍奇金淋巴瘤的其他特指类型","慢性丙型病毒性肝炎",1
"非霍奇金淋巴瘤的其他特指类型","慢性阻塞性肺疾病",1
"肺恶性肿瘤","2型糖尿病",20
"肺恶性肿瘤","安装心脏起搏器",1
"肺恶性肿瘤","贲门糜烂",1
"肺恶性肿瘤","病理性骨折",1
"肺恶性肿瘤","不完全性肠梗阻",1
"肺恶性肿瘤","残胃溃疡",1
"肺恶性肿瘤","肠道菌群失调",1
"肺恶性肿瘤","陈旧性肺结核",6
"肺恶性肿瘤","陈旧性心肌梗死",2
"肺恶性肿瘤","成人呼吸窘迫综合征",1
"肺恶性肿瘤","创伤性脑梗塞",1
"肺恶性肿瘤","代谢性酸中毒",1
"肺恶性肿瘤","单纯性肾囊肿",2
"肺恶性肿瘤","胆囊结石",2
"肺恶性肿瘤","胆囊结石伴急性胆囊炎",1
"肺恶性肿瘤","胆囊切除术后状态",1
"肺恶性肿瘤","胆囊炎",1
"肺恶性肿瘤","低蛋白血症",24
"肺恶性肿瘤","低钾血症",1
"肺恶性肿瘤","低钠血症",16
"肺恶性肿瘤","低张性低血氧症",1
"肺恶性肿瘤","骶骨淋巴结继发恶性肿瘤",1
"肺恶性肿瘤","骶尾结缔组织良性肿瘤",1
"肺恶性肿瘤","癫痫",1
"肺恶性肿瘤","电解质、热量和水平衡剂中毒",1
"肺恶性肿瘤","电解质代谢紊乱",10
"肺恶性肿瘤","电解质紊乱",4
"肺恶性肿瘤","动脉硬化性脑病",1
"肺恶性肿瘤","多个部位淋巴结继发性恶性肿瘤",2
"肺恶性肿瘤","恶性腹水",1
"肺恶性肿瘤","恶性胸腔积液",19
"肺恶性肿瘤","恶性肿瘤术后放射治疗",1
"肺恶性肿瘤","房性早搏",1
"肺恶性肿瘤","放射性肺炎",2
"肺恶性肿瘤","放射性食管炎",1
"肺恶性肿瘤","非霍奇金淋巴瘤",1
"肺恶性肿瘤","非胰岛素依赖型糖尿病",3
"肺恶性肿瘤","肺不张",7
"肺恶性肿瘤","肺部感染",26
"肺恶性肿瘤","肺大泡",2
"肺恶性肿瘤","肺动脉高压中度",1
"肺恶性肿瘤","肺恶性肿瘤",2
"肺恶性肿瘤","肺隔离症",1
"肺恶性肿瘤","肺继发恶性肿瘤",31
"肺恶性肿瘤","肺继发性恶性肿瘤",6
"肺恶性肿瘤","肺间质纤维化(炎症后)",1
"肺恶性肿瘤","肺结核",1
"肺恶性肿瘤","肺结核，痰镜检（+）",1
"肺恶性肿瘤","肺门淋巴结继发恶性肿瘤",9
"肺恶性肿瘤","肺气肿",1
"肺恶性肿瘤","肺纤维化",2
"肺恶性肿瘤","肺血栓形成",2
"肺恶性肿瘤","肺炎",20
"肺恶性肿瘤","肺炎，未特指",3
"肺恶性肿瘤","肺炎链球菌感染",1
"肺恶性肿瘤","肺源性心脏病",1
"肺恶性肿瘤","风湿性关节炎",1
"肺恶性肿瘤","风湿性心脏病",1
"肺恶性肿瘤","风湿性心脏病，未特指",1
"肺恶性肿瘤","复合性溃疡",1
"肺恶性肿瘤","腹膜后继发恶性肿瘤",1
"肺恶性肿瘤","腹膜后淋巴结继发恶性肿瘤",1
"肺恶性肿瘤","腹膜继发恶性肿瘤",1
"肺恶性肿瘤","腹腔淋巴结继发恶性肿瘤",2
"肺恶性肿瘤","肝功能异常",3
"肺恶性肿瘤","肝继发恶性肿瘤",19
"肺恶性肿瘤","肝继发性恶性肿瘤",4
"肺恶性肿瘤","肝囊肿",6
"肺恶性肿瘤","肝血管瘤病",2
"肺恶性肿瘤","高胆固醇血症",3
"肺恶性肿瘤","高血压",4
"肺恶性肿瘤","高血压Ⅱ",4
"肺恶性肿瘤","高血压Ⅱ期",7
"肺恶性肿瘤","高血压Ⅲ",2
"肺恶性肿瘤","高血压Ⅲ期",4
"肺恶性肿瘤","高血压I",2
"肺恶性肿瘤","高血压I期",32
"肺恶性肿瘤","高血压病",43
"肺恶性肿瘤","高脂血症",3
"肺恶性肿瘤","宫颈切除术后状态",1
"肺恶性肿瘤","宫颈原位癌",1
"肺恶性肿瘤","骨继发恶性肿瘤",30
"肺恶性肿瘤","骨结核病",1
"肺恶性肿瘤","骨髓继发恶性肿瘤",1
"肺恶性肿瘤","冠状动脉介入治疗术后心肌梗塞",1
"肺恶性肿瘤","冠状动脉粥样硬化性心脏病",6
"肺恶性肿瘤","后循环缺血",2
"肺恶性肿瘤","呼吸衰竭",19
"肺恶性肿瘤","呼吸衰竭，未特指",3
"肺恶性肿瘤","化疗后骨髓抑制",2
"肺恶性肿瘤","急性鼻窦炎",1
"肺恶性肿瘤","急性肠炎",1
"肺恶性肿瘤","急性气管支气管炎",1
"肺恶性肿瘤","急性上呼吸道感染",2
"肺恶性肿瘤","脊柱压缩性骨折",1
"肺恶性肿瘤","继发性血小板减少",1
"肺恶性肿瘤","甲状腺恶性肿瘤",1
"肺恶性肿瘤","甲状腺机能亢进",1
"肺恶性肿瘤","间质性肺炎",1
"肺恶性肿瘤","结肠息肉",3
"肺恶性肿瘤","结节性甲状腺肿",2
"肺恶性肿瘤","结膜肿物",1
"肺恶性肿瘤","精神分裂症",1
"肺恶性肿瘤","颈部淋巴结继发恶性肿瘤",12
"肺恶性肿瘤","颈动脉动脉硬化",1
"肺恶性肿瘤","颈动脉硬化",1
"肺恶性肿瘤","颈淋巴结结核",1
"肺恶性肿瘤","颈椎恶性肿瘤",1
"肺恶性肿瘤","抗利尿激素不适当分泌综合征",1
"肺恶性肿瘤","扩张型心肌病",1
"肺恶性肿瘤","老年性脑萎缩",1
"肺恶性肿瘤","类白血病反应",1
"肺恶性肿瘤","类风湿性关节炎",2
"肺恶性肿瘤","类风湿性关节炎，未特指",1
"肺恶性肿瘤","粒细胞缺乏",2
"肺恶性肿瘤","淋巴管炎",1
"肺恶性肿瘤","淋巴结继发恶性肿瘤",2
"肺恶性肿瘤","慢性肺源性心脏病",2
"肺恶性肿瘤","慢性冠状动脉供血不足",1
"肺恶性肿瘤","慢性上颌窦炎",2
"肺恶性肿瘤","慢性失血性贫血",1
"肺恶性肿瘤","慢性萎缩性胃炎",6
"肺恶性肿瘤","慢性胃窦炎",2
"肺恶性肿瘤","慢性胃溃疡",1
"肺恶性肿瘤","慢性胃炎",2
"肺恶性肿瘤","慢性牙周炎",1
"肺恶性肿瘤","慢性支气管炎",3
"肺恶性肿瘤","慢性阻塞性肺病",16
"肺恶性肿瘤","慢性阻塞性肺病伴急性加重",6
"肺恶性肿瘤","慢性阻塞性肺病伴有急性加重，未特指",3
"肺恶性肿瘤","慢性阻塞性肺疾病",1
"肺恶性肿瘤","慢性阻塞性肺气肿性支气管炎伴急性加重",1
"肺恶性肿瘤","弥漫性肺间质纤维化",2
"肺恶性肿瘤","泌尿道感染",1
"肺恶性肿瘤","泌尿器官继发恶性肿瘤",1
"肺恶性肿瘤","难治性癫痫",1
"肺恶性肿瘤","脑出血后遗症",2
"肺恶性肿瘤","脑动脉供血不足",1
"肺恶性肿瘤","脑恶性肿瘤",3
"肺恶性肿瘤","脑梗塞",1
"肺恶性肿瘤","脑梗塞后遗症",2
"肺恶性肿瘤","脑梗死",12
"肺恶性肿瘤","脑梗死后遗症",6
"肺恶性肿瘤","脑继发恶性肿瘤",26
"肺恶性肿瘤","脑良性肿瘤",1
"肺恶性肿瘤","脑膜继发恶性肿瘤",1
"肺恶性肿瘤","脑疝",1
"肺恶性肿瘤","脑萎缩",3
"肺恶性肿瘤","膀胱恶性肿瘤",2
"肺恶性肿瘤","皮疹",1
"肺恶性肿瘤","脾继发恶性肿瘤",1
"肺恶性肿瘤","贫血",4
"肺恶性肿瘤","贫血，未特指",2
"肺恶性肿瘤","其他慢性病毒性肝炎",1
"肺恶性肿瘤","其他特指的风湿性心脏病",1
"肺恶性肿瘤","气胸",1
"肺恶性肿瘤","前列腺增生",7
"肺恶性肿瘤","腔隙性脑梗死",9
"肺恶性肿瘤","青光眼术后无前房",1
"肺恶性肿瘤","躯干骨继发恶性肿瘤",1
"肺恶性肿瘤","躯干皮肤继发恶性肿瘤",1
"肺恶性肿瘤","缺铁性贫血",1
"肺恶性肿瘤","缺血性心肌病",1
"肺恶性肿瘤","乳腺原位癌",1
"肺恶性肿瘤","上腔静脉综合征",7
"肺恶性肿瘤","上腔静脉阻塞综合征",1
"肺恶性肿瘤","上消化道出血",1
"肺恶性肿瘤","上肢静脉血栓形成",1
"肺恶性肿瘤","上肢血栓性静脉炎",1
"肺恶性肿瘤","神经官能症",1
"肺恶性肿瘤","肾积水伴输尿管结石",1
"肺恶性肿瘤","肾上腺恶性肿瘤",1
"肺恶性肿瘤","肾上腺继发恶性肿瘤",5
"肺恶性肿瘤","肾上腺良性肿瘤",1
"肺恶性肿瘤","肾萎缩",1
"肺恶性肿瘤","十二指肠球炎",1
"肺恶性肿瘤","食管白斑",4
"肺恶性肿瘤","食管恶性肿瘤",2
"肺恶性肿瘤","食管良性肿瘤",1
"肺恶性肿瘤","食管旁淋巴结结核",1
"肺恶性肿瘤","食管炎",1
"肺恶性肿瘤","食管支气管瘘",1
"肺恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",15
"肺恶性肿瘤","糖尿病",2
"肺恶性肿瘤","特指肺源性心脏病",1
"肺恶性肿瘤","特指呼吸器官继发性恶性肿瘤",1
"肺恶性肿瘤","特指脑梗死",1
"肺恶性肿瘤","特指手术后状态",3
"肺恶性肿瘤","头、面和颈淋巴结继发性和未特指恶性肿瘤",1
"肺恶性肿瘤","完全性房室传导阻滞",1
"肺恶性肿瘤","胃恶性肿瘤",4
"肺恶性肿瘤","胃溃疡",2
"肺恶性肿瘤","吸入性肺炎",2
"肺恶性肿瘤","细菌性肠道感染",1
"肺恶性肿瘤","下腔静脉血栓形成",1
"肺恶性肿瘤","下肢静脉曲张",1
"肺恶性肿瘤","下肢静脉血栓形成",1
"肺恶性肿瘤","下肢静脉炎和血栓性静脉炎",1
"肺恶性肿瘤","下肢血栓性静脉炎",1
"肺恶性肿瘤","消化道出血",2
"肺恶性肿瘤","消化性溃疡",1
"肺恶性肿瘤","小脑继发性恶性肿瘤",5
"肺恶性肿瘤","心包恶性肿瘤",1
"肺恶性肿瘤","心包积液",7
"肺恶性肿瘤","心包积液，未特指",1
"肺恶性肿瘤","心动过缓",2
"肺恶性肿瘤","心动过速",2
"肺恶性肿瘤","心房颤动",1
"肺恶性肿瘤","心房纤维性颤动(心房纤颤)",2
"肺恶性肿瘤","心功能不全",4
"肺恶性肿瘤","心律失常",9
"肺恶性肿瘤","心脏继发恶性肿瘤",1
"肺恶性肿瘤","心脏扩大",1
"肺恶性肿瘤","胸廓先天性畸形",1
"肺恶性肿瘤","胸膜继发恶性肿瘤",16
"肺恶性肿瘤","胸膜继发性恶性肿瘤",3
"肺恶性肿瘤","胸内淋巴结继发恶性肿瘤",3
"肺恶性肿瘤","胸腔积液",34
"肺恶性肿瘤","胸腔继发性恶性肿瘤",1
"肺恶性肿瘤","胸椎恶性肿瘤",1
"肺恶性肿瘤","胸椎继发性恶性肿瘤",1
"肺恶性肿瘤","血小板减少症",2
"肺恶性肿瘤","腰椎恶性肿瘤",2
"肺恶性肿瘤","腰椎间盘突出",6
"肺恶性肿瘤","腰椎退行性病变",2
"肺恶性肿瘤","药物相关性肠炎",1
"肺恶性肿瘤","药物性粒细胞减少",1
"肺恶性肿瘤","药物性皮炎",3
"肺恶性肿瘤","药物性皮炎(药物疹)",2
"肺恶性肿瘤","液气胸",3
"肺恶性肿瘤","腋下淋巴结继发恶性肿瘤",1
"肺恶性肿瘤","乙型肝炎病毒携带者急性δ因子重复感染",1
"肺恶性肿瘤","营养性巨幼细胞性贫血",1
"肺恶性肿瘤","原发性高血压",1
"肺恶性肿瘤","真菌感染",1
"肺恶性肿瘤","阵发性心房纤颤",2
"肺恶性肿瘤","支气管肺炎",1
"肺恶性肿瘤","支气管扩张",1
"肺恶性肿瘤","支气管扩张合并感染",1
"肺恶性肿瘤","支气管炎",3
"肺恶性肿瘤","脂肪肝",8
"肺恶性肿瘤","中度贫血",1
"肺恶性肿瘤","重度贫血",2
"肺恶性肿瘤","主动脉夹层",1
"肺恶性肿瘤","椎体继发恶性肿瘤",1
"肺恶性肿瘤","子宫切除术后状态",1
"肺恶性肿瘤","纵隔恶性肿瘤，部位未特指",1
"肺恶性肿瘤","纵隔继发恶性肿瘤",8
"肺恶性肿瘤","纵隔继发性恶性肿瘤",6
"肺恶性肿瘤","纵隔淋巴结继发恶性肿瘤",45
"肺恶性肿瘤","纵隔淋巴结肿大",3
"肺恶性肿瘤","纵膈淋巴结肿大",1
"肺恶性肿瘤","阻塞性肺炎",9
"肺继发恶性肿瘤","2型糖尿病",14
"肺继发恶性肿瘤","残胃炎",2
"肺继发恶性肿瘤","肠梗阻",1
"肺继发恶性肿瘤","大面积脑梗死",1
"肺继发恶性肿瘤","单纯性肾囊肿",3
"肺继发恶性肿瘤","胆囊结石",1
"肺继发恶性肿瘤","胆囊切除术后状态",2
"肺继发恶性肿瘤","胆囊炎",1
"肺继发恶性肿瘤","低蛋白血症",13
"肺继发恶性肿瘤","低钙血症",1
"肺继发恶性肿瘤","低钾血症",2
"肺继发恶性肿瘤","低钠血症",1
"肺继发恶性肿瘤","电解质代谢紊乱",4
"肺继发恶性肿瘤","动脉硬化性脑病",1
"肺继发恶性肿瘤","对症治疗",1
"肺继发恶性肿瘤","多发性结肠息肉",2
"肺继发恶性肿瘤","恶性贫血",2
"肺继发恶性肿瘤","恶性胸腔积液",10
"肺继发恶性肿瘤","放射性膀胱炎",1
"肺继发恶性肿瘤","放射性直肠炎",1
"肺继发恶性肿瘤","肺部感染",20
"肺继发恶性肿瘤","肺恶性肿瘤个人史",1
"肺继发恶性肿瘤","肺继发恶性肿瘤",2
"肺继发恶性肿瘤","肺结核",1
"肺继发恶性肿瘤","肺门淋巴结继发恶性肿瘤",5
"肺继发恶性肿瘤","肺栓塞",1
"肺继发恶性肿瘤","肺炎",1
"肺继发恶性肿瘤","腹股沟淋巴结继发恶性肿瘤",4
"肺继发恶性肿瘤","腹膜后继发恶性肿瘤",1
"肺继发恶性肿瘤","腹膜后淋巴结继发恶性肿瘤",5
"肺继发恶性肿瘤","腹膜继发恶性肿瘤",2
"肺继发恶性肿瘤","腹腔继发恶性肿瘤",3
"肺继发恶性肿瘤","腹腔淋巴结继发恶性肿瘤",12
"肺继发恶性肿瘤","腹水",4
"肺继发恶性肿瘤","肝继发恶性肿瘤",26
"肺继发恶性肿瘤","肝继发性恶性肿瘤",1
"肺继发恶性肿瘤","肝囊肿",2
"肺继发恶性肿瘤","肝硬化伴胃底静脉曲张",1
"肺继发恶性肿瘤","高血压",1
"肺继发恶性肿瘤","高血压Ⅱ期",3
"肺继发恶性肿瘤","高血压Ⅲ",1
"肺继发恶性肿瘤","高血压Ⅲ期",4
"肺继发恶性肿瘤","高血压I期",6
"肺继发恶性肿瘤","高血压病",10
"肺继发恶性肿瘤","膈下积液",1
"肺继发恶性肿瘤","梗阻性黄疸",1
"肺继发恶性肿瘤","宫颈恶性肿瘤",1
"肺继发恶性肿瘤","骨继发恶性肿瘤",41
"肺继发恶性肿瘤","鼓膜炎",1
"肺继发恶性肿瘤","冠状动脉粥样硬化",1
"肺继发恶性肿瘤","冠状动脉粥样硬化性心脏病",5
"肺继发恶性肿瘤","后天性肾囊肿",1
"肺继发恶性肿瘤","呼吸衰竭",3
"肺继发恶性肿瘤","呼吸性碱中毒",1
"肺继发恶性肿瘤","混合性贫血",4
"肺继发恶性肿瘤","基底节出血",1
"肺继发恶性肿瘤","急性肝功能衰竭",1
"肺继发恶性肿瘤","急性根尖周炎",1
"肺继发恶性肿瘤","急性冠周炎",1
"肺继发恶性肿瘤","急性化脓性扁桃体炎",1
"肺继发恶性肿瘤","急性粒细胞缺乏症",1
"肺继发恶性肿瘤","急性胃肠炎",2
"肺继发恶性肿瘤","急性牙髓源性根尖牙周炎",1
"肺继发恶性肿瘤","急性牙周炎",1
"肺继发恶性肿瘤","继发性贫血",1
"肺继发恶性肿瘤","继发性血小板减少",1
"肺继发恶性肿瘤","甲状腺肿瘤",1
"肺继发恶性肿瘤","结肠恶性肿瘤个人史",2
"肺继发恶性肿瘤","结核性腹腔积液",1
"肺继发恶性肿瘤","结膜炎",1
"肺继发恶性肿瘤","颈部继发性恶性肿瘤",1
"肺继发恶性肿瘤","颈部淋巴结继发恶性肿瘤",9
"肺继发恶性肿瘤","颈内静脉血栓形成",1
"肺继发恶性肿瘤","静脉受压",1
"肺继发恶性肿瘤","类风湿性关节炎，未特指",1
"肺继发恶性肿瘤","粒细胞缺乏",7
"肺继发恶性肿瘤","淋巴管炎",1
"肺继发恶性肿瘤","淋巴结继发恶性肿瘤",2
"肺继发恶性肿瘤","慢性肝功能衰竭",1
"肺继发恶性肿瘤","慢性咽炎",1
"肺继发恶性肿瘤","慢性乙型病毒性肝炎",14
"肺继发恶性肿瘤","慢性支气管炎",1
"肺继发恶性肿瘤","慢性阻塞性肺病",2
"肺继发恶性肿瘤","慢性阻塞性肺病伴急性加重",1
"肺继发恶性肿瘤","泌尿道感染",2
"肺继发恶性肿瘤","脑恶性肿瘤",1
"肺继发恶性肿瘤","脑梗死",2
"肺继发恶性肿瘤","脑继发恶性肿瘤",17
"肺继发恶性肿瘤","尿失禁",1
"肺继发恶性肿瘤","膀胱恶性肿瘤",3
"肺继发恶性肿瘤","盆腔继发恶性肿瘤",3
"肺继发恶性肿瘤","盆腔淋巴结继发性恶性肿瘤",1
"肺继发恶性肿瘤","脾功能亢进",3
"肺继发恶性肿瘤","前列腺增生",2
"肺继发恶性肿瘤","腔隙性脑梗死",1
"肺继发恶性肿瘤","取除输尿管支架",1
"肺继发恶性肿瘤","乳房恶性肿瘤个人史",3
"肺继发恶性肿瘤","乳腺恶性肿瘤",1
"肺继发恶性肿瘤","上颌窦恶性肿瘤",1
"肺继发恶性肿瘤","上腔静脉综合征",2
"肺继发恶性肿瘤","上肢静脉血栓形成",3
"肺继发恶性肿瘤","神经源性膀胱",1
"肺继发恶性肿瘤","肾上腺继发恶性肿瘤",8
"肺继发恶性肿瘤","食管恶性肿瘤",3
"肺继发恶性肿瘤","食管恶性肿瘤个人史",1
"肺继发恶性肿瘤","食管支气管瘘",1
"肺继发恶性肿瘤","室性早搏",1
"肺继发恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",8
"肺继发恶性肿瘤","锁骨下静脉血栓形成",4
