ARCIMRowid,ARCIMCode,ARCIMDesc
10537||1,CT0075,颞骨螺旋CT平扫+重建
10538||1,CT0076,关节螺旋CT平扫+重建
10539||1,CT0077,胸椎螺旋CT平扫+重建
1053||1,XY01814,依诺沙星粉针(二叶维)[0.2g]
10540||1,CB000035,全身浅表淋巴结（颈部、锁骨上、腋下、腹股沟）
10541||1,CB000036,产科超声检查
10542||1,CB000037,胎儿产前排畸检查
10543||1,CZ01700,十八通道心电图检查
10544||1,CZ01701,十二通道动态心电图
10545||1,CZ01702,床旁心电图加收
10546||1,CZ01703,心电图附加导联
10547||1,FLK0007,模拟定位(放疗)
10548||1,FLK0008,简易定位（放疗）
10549||1,FLK0009,皮肤贴敷后装（放疗）
1054||1,XY00828,甲氯芬酯粉针[0.25g]
10550||1,FLK00010,浅表部后装治疗（放疗）
10551||1,FLK00011,食道腔内后装（放疗）
10552||1,FLK00012,组织间插置放疗（放疗）
10553||1,FLK00013,肠道腔内后装（放疗）
10554||1,FLK00014,外阴活检术（放疗）
10555||1,FLK00015,阴道填塞（放疗）
10556||1,FLK00016,阴道冲洗（放疗）
10557||1,FLK00017,宫颈活检术（放疗）
10558||1,FLK00018,宫颈扩张术（放疗）
10559||1,FLK00019,宫颈内口探查术（放疗）
1055||1,XY00844,甲硝唑磷酸钠粉针(佳尔纳)[0.915g]
10560||1,FLK00020,阴道腔内后装（放疗科）
10561||1,FK0018,无痛人工流产术（计生科）
10562||1,JY000203,体检肝功七项
10563||1,JY000204,体检尿常规
10564||1,JSK0001,宫颈液基细胞学检查
10565||1,JSK0002,子宫输卵管通液术（计生科）
10566||1,JSK0003,子宫内膜活检术（计生科）
10567||1,JSK0004,宫内节育器取出术（计生科）
10568||1,JSK0005,刮宫术（分段诊刮术)(计生科）
10569||1,EBH001,普通测听（耳鼻喉）
1056||1,XY01106,(限抗)美洛西林钠舒巴坦钠粉针[0.625g]
10570||1,EBH002,听力监测
10571||1,EBH003,听力系列
10572||1,EBH004,鼻内窥镜检查
10573||1,EBH005,鼻内窥镜术后处理
10574||1,EBH006,鼻内窥镜鼻咽部活检术
10575||1,EBH007,鼻骨复位术
10576||1,EBH008,电子喉镜
10577||1,EBH009,鼻出血微波热凝术
10578||1,JSK0006,宫内节育器放置术(计生科)
10579||1,JSK007,避孕药皮下埋植术(计生科)
1057||1,XY00826,甲氯芬酯粉针[0.1g]
10580||1,JSK008,皮下避孕药取出术(计生科)
10581||1,JSK009,宫内节育器放置术（计生科）
10582||1,JSK010,子宫输卵管碘油照影术(计生科)
10583||1,JSK011,宫颈息肉切除术(计生科)
10584||1,JSK012,经宫腔镜取环术
10585||1,JSK013,经宫腔镜输卵管插管术
10586||1,JSK014,B超下卵巢囊肿穿刺术(一次性穿刺针)（计生科）
10587||1,JSK015,宫腔镜检查术(计生科)
10588||1,JSK016,人工流产术（计生科）
10589||1,JSK017,畸形子宫人工流产术(计生科)
1058||1,XY00829,甲氯芬酯胶囊(健瑙素)[0.1g*36片]
10590||1,JSK018,瘢痕子宫人工流产术（计生科）
10591||1,JSK019,哺乳期子宫人工流产术（计生科）
10592||1,JSK020,产后刮宫术（计生科）
10593||1,JSK021,葡萄胎刮宫术（计生科）
10594||1,JSK022,阴道异物取出术（计生科）
10595||1,JSK023,阴道填塞取出术
10596||1,JSK024,阴道裂伤缝合术（计生科）
10597||1,JY000205,体检肝功十项
10598||1,JY000206,抗环瓜氨酸肽抗体(抗CCP抗体)
10599||1,JY000208,乳腺癌标志物组合
1059||1,XY00835,甲泼尼龙片[4mg*30片]11111
105||1,XY00632,复方塞隆胶囊[0.3g*12粒]
10600||1,JY000209,胃癌标志物组合
10601||1,JY000210,24h尿钙测定
10602||1,JY000211,甲状旁腺素(化学发光法)
10603||1,JY000212,皮质醇(8点)(化学发光法)
10604||1,JY000213,血清促肾上腺皮质激素测定(化学发光法)
10605||1,JY000214,阴道分泌物检查
10606||1,JSK025,阴道扩张术(计生科)
10607||1,JSK026,阴道瘢痕切除术（计生科）
10608||1,JSK027,阴道横纵膈切开术（计生科）
10609||1,JSK028,阴道良性肿物切除术（计生科）
1060||1,XY00831,甲泼尼龙琥珀酸钠粉针(小甲强龙)[40mg]
10610||1,JSK029,外阴损伤缝合术（计生科）
10611||1,JSK030,外阴脓肿切开引流术（计生科）
10612||1,JSK031,外阴良性肿瘤切除术（计生科）
10613||1,JSK032,前庭大腺囊肿造口术（计生科）
10614||1,JSK033,前庭大腺囊肿切除术（计生科）
10615||1,JSK034,处女膜切开术（计生科）
10616||1,JSK035,经宫腔镜子宫内膜活检术
10617||1,JSK036,宫颈活检术（计生科）
10618||1,JSK037,双子宫宫内节育器放置术（计生科）
10619||1,JSK038,药物性引产处置术（计生科）
1061||1,XY00833,甲泼尼龙琥珀酸钠粉针(大甲强龙)[500mg]
10620||1,JSK039,使用笑气人工流产术(计生科)
10621||1,NF00049,血清胰岛素测定（化学发光法）
10622||1,NF00050,血清C肽测定（化学发光法）
10623||1,NF00051,血清抗谷氨酸脱羧酶抗体测定（化学发光法）
10624||1,NF00052,抗胰岛素抗体测定
10625||1,NF00053,血酮体测定（快速测定）
10626||1,NF00054,连续动态血糖监测
10627||1,PFK001,总Ige测定
10628||1,PFK002,吸入物变应原筛查
10629||1,PFK003,食入物变应原筛查
1062||1,XY01587,妥布霉素滴眼液(托百士)[5ml]
10630||1,PFK004,窄谱紫外线全身(皮肤科)
10631||1,PFK005,窄谱紫外线局部(皮肤科)
10632||1,PFK006,窄谱紫外线半身(皮肤科)
10633||1,FSK001,口腔活检术
10634||1,FSK002,皮下组织穿刺术
10635||1,FSK003,皮肤恶性肿瘤切除术
10636||1,FSK004,组织间粒子植入术
10637||1,FLK0021,模拟定位修改计划(放疗)
10638||1,JC00555,磁共振平扫(MRI)(含一张胶片加收)
10639||1,JC00556,磁共振平扫(MRI)(膝关节)
1063||1,XY01998,左乙拉西坦片(开浦兰)[0.5g*30片]1
10640||1,JC00557,磁共振扫描后增强（头颅）
10641||1,JC00558,磁共振扫描后增强（眼眶）
10642||1,JC00559,磁共振扫描后增强（垂体）
10643||1,JC00560,磁共振扫描后增强（颈椎）
10644||1,JC00561,磁共振扫描后增强（肩关节）
10645||1,JC00562,磁共振扫描后增强（胸椎）
10646||1,JC00563,磁共振扫描后增强（胸主动脉）
10647||1,JC00564,磁共振扫描后增强（骶尾椎、腰椎）
10648||1,JC00565,磁共振扫描后增强（骨盆）
10649||1,JC00566,磁共振扫描后增强（前列腺）
1064||1,XY01792,叶酸片(斯利安)[0.4mg*31片]
10650||1,JC00567,磁共振扫描后增强（髋关节）
10651||1,JC00568,磁共振扫描后增强（双侧股骨）
10652||1,JC00569,磁共振扫描后增强（膝关节）
10653||1,JC00570,磁共振扫描后增强（踝关节）
10654||1,JC00571,磁共振扫描后增强（脚）
10655||1,JC00572,磁共振扫描后增强（肘关节）
10656||1,JC00573,磁共振扫描后增强（腕关节）
10657||1,JC00585,磁共振平扫(MRI)(头颅)
10658||1,JC00586,磁共振平扫(MRI)(眼眶)
10659||1,JC00574,磁共振平扫后增强（头颅）
1065||1,XY01235,喷托维林片(咳必清)[25mg*100片]
10660||1,JC00587,磁共振平扫(MRI)(垂体)
10661||1,JC00588,磁共振平扫(MRI)(颈椎)
10662||1,JC00575,磁共振平扫后增强（垂体）
10663||1,JC00589,磁共振平扫(MRI)(肩关节)
10664||1,JC00590,磁共振平扫(MRI)(胸椎)
10665||1,JC00576,磁共振平扫后增强（肩关节）
10666||1,JC00591,磁共振平扫(MRI)(腰椎、骶尾椎)
10667||1,JC00592,磁共振平扫(MRI)(胸部纵膈)
10668||1,JC00577,磁共振平扫后增强（眼眶）
10669||1,JC00593,磁共振平扫(MRI)(骨盆)
1066||1,XY00609,复方肝素钠尿囊素凝胶(康瑞保)[20g]
10670||1,JC00578,磁共振平扫后增强（颈椎）
10671||1,JC00594,磁共振平扫(MRI)(髋关节)
10672||1,JC00595,磁共振平扫(MRI)(双侧股骨)
10673||1,JC00579,磁共振平扫后增强（胸椎）
10674||1,JC00596,磁共振平扫(MRI)(侧膝关节)
10675||1,JC00580,磁共振平扫后增强（腰椎）
10676||1,JC00597,磁共振平扫(MRI)(踝关节)
10677||1,JC00598,磁共振平扫(MRI)(脚)
10678||1,JC00599,磁共振平扫(MRI)(肘关节)
10679||1,JC00581,磁共振平扫后增强（胸部纵膈）
1067||1,XY00840,甲巯咪唑片(赛治)[10mg*50片]
10680||1,JC00600,磁共振平扫(MRI)(腕关节)
10681||1,JC00582,磁共振平扫后增强
10682||1,CZ02000,经皮选择性动脉置管术
10683||1,ZZK00100,经纤支镜支气管内支架植入术
10684||1,CK0061,10针以上，创面深度在2cm以上
10685||1,JZK0001,关节错缝术
10686||1,CRK0005,专设精神病房床位费加收
10687||1,HXK00005,血气分析（呼吸科）
10688||1,JZK0002,血气分析（急诊科）
10689||1,FK0019,LEEP(妇科)
1068||1,XY01648,西格列汀片(捷诺维)[100mg*7片]
10690||1,FK0020,阴道镜(妇科)
10691||1,FK0021,宫腔镜检查(妇科)
10692||1,FK0022,盆底治疗(妇科)
10693||1,FK0023,阴道白带常规检查(妇科)
10694||1,FK0024,外阴活检术(妇科)
10695||1,SNK00003,经颈静脉长期透析管植入术
10696||1,SNK00004,经颈静脉长期透析管拔管术
10697||1,FK0025,子宫输卵管通液术(妇科)
10698||1,FK0026,阴道臭氧冲洗
10699||1,FK0027,阴道清洁度检测（妇科）
1069||1,XY00614,复方磺胺甲恶唑片(抗菌优)[0.48g:80mg*12片]
106||1,XY00802,吉非罗齐胶囊[0.3g*20粒]
10700||1,FK0028,宫颈息肉切除术（妇科）
10701||1,FK0029,液基薄层细胞制片术(妇科)
10702||1,SJNK0001,静脉穿刺置管术(神内科)
10703||1,SJNK0002,留置导尿(第一天)
10704||1,SJNK0003,留置胃管(第一天)
10705||1,SJNK0004,清洁灌肠(神内科)
10706||1,SJNK0005,备皮(神内科)
10707||1,SJNK0006,吸痰(神内科)
10708||1,SJNK0007,口腔护理(神内科)
10709||1,SJNK0008,尿道口护理(神内科)
1070||1,XY00843,甲硝唑呋喃唑酮栓[7枚]
10710||1,SJNK0009,腰椎穿刺术(神内科)
10711||1,LNK0001,工伤鉴定
10712||1,SJNK0010,膀胱冲洗（神内科）
10713||1,SJNK0011,心电监测（神内科）
10714||1,SJNK0012,中心给氧（神内科）
10715||1,SJNK0013,动脉采血（神内科）
10716||1,SJNK0014,氧化雾化（神内科）
10717||1,SJNK0015,超声雾化（神内科）
10718||1,SJNK0016,静脉输液（神内科）
10719||1,SJNK0017,肌肉注射（神内科）
1071||1,XY00847,甲氧氯普胺片[5mg*100片]
10720||1,SJNK0018,静脉注射（神内科）
10721||1,SJNK0019,压疮护理
10722||1,SJNK0020,深静脉置管护理(神内科)
10723||1,SJNK0021,泵入（神内科）
10724||1,SJNK0022,穿刺术换药（神内科）
10725||1,YK0028,瞳孔
10726||1,SXK00031,备洗涤红细胞
10727||1,SXK00032,备混合血200ML
10728||1,SXK00033,备全血(加辐照)
10729||1,SXK00034,备少白全血(加辐照)
1072||1,XY01270,齐墩果酸片[10mg*100片]
10730||1,SXK00035,备红细胞悬液(加辐照)
10731||1,SXK00036,备少白红细胞悬液(加辐照)
10732||1,SXK00037,备新鲜冰冻血浆
10733||1,SXK00038,备新鲜冰冻血浆(加辐照)
10734||1,SXK00039,备普通冰冻血浆
10735||1,SXK00040,备新鲜机采血小板
10736||1,SXK00041,备新鲜机采血小板(加辐照)
10737||1,SXK00042,备冰冻机采血小板
10738||1,SXK00043,备手工分浓缩血小板
10739||1,SXK00044,备浓缩白细胞
1073||1,XY01309,氢氯噻嗪片[25mg*100片]
10740||1,SXK00045,备冷沉淀
10741||1,SXK00046,备新鲜冰冻血浆+病毒灭活
10742||1,SXK00047,备新鲜冰冻血浆+病毒灭活(加辐照)
10743||1,SXK00048,备普通冰冻血浆+病毒灭活
10744||1,SXK00049,输全血100ml(加辐照)
10745||1,SXK00050,输全血200ml(加辐照)
10746||1,SXK00051,输少白全血100ml(加辐照)
10747||1,SXK00052,输少白全血200ml(加辐照)
10748||1,SXK00053,输红细胞悬液(加辐照)
10749||1,SXK00054,输少白红细胞悬液(加辐照)
1074||1,XY00850,甲状腺片[40mg*100片]
10750||1,SXK00055,输新鲜冰冻血浆
10751||1,SXK00056,输新鲜冰冻血浆(加辐照)
10752||1,SXK00057,输普通冰冻血浆
10753||1,SXK00058,输新鲜机采血小板
10754||1,SXK00059,输新鲜机采血小板(加辐照)
10755||1,SXK00060,输冰冻机采血小板
10756||1,SXK00061,输手工分浓缩血小板
10757||1,SXK00062,输浓缩白细胞
10758||1,SXK00063,输冷沉淀
10759||1,SXK00065,输新鲜冰冻血浆+病毒灭活(加辐照)
1075||1,XY00724,鲑鱼降钙素注射液(蜜盖息)[50IU]
10760||1,SXK00066,输新鲜冰冻血浆+病毒灭活
10761||1,SXK00067,输普通冰冻血浆+病毒灭活
10762||1,SXK00068,输洗涤红细胞
10763||1,SXK00069,输混合血200ML
10764||1,MNK00002,膀胱灌注（泌尿）
10765||1,MNK00003,尿动力检查（泌尿）
10766||1,MNK00004,膀胱镜检查（泌尿）
10767||1,FLK00021,放射治疗（放疗）
10768||1,XY02006,聚乙二醇滴眼液(思然)[5ml]
10769||1,XYK0012,经皮选择性静脉置管术
1076||1,XY00858,鲑鱼降钙素鼻喷剂(蜜盖息)[2ml:4400IU]
10770||1,XYK0013,白细胞计数(WBC)
10771||1,XYK0014,白细胞分类计数(DC)
10772||1,XYK00015,骨髓巨核细胞计数
10773||1,XYK0016,骨髓涂片细胞学检验
10774||1,XYK0017,骨髓有核细胞计数
10775||1,XYK0018,网织红细胞计数血液科
10776||1,XYK0019,红细胞包涵体检查
10777||1,XYK0020,血小板计数
10778||1,XYK0021,异常白细胞形态检查
10779||1,XYK0022,血红蛋白测定
1077||1,XY00617,复方甲麻口服液(康裕登通)[60ml]
10780||1,XYK0023,异常红细胞形态检查
10781||1,XYK0024,骨髓特殊染色
10782||1,XYK0025,红细胞渗透脆性试验
10783||1,XYK0026,热溶血试验
10784||1,XYK0027,冷溶血试验
10785||1,XYK0028,血清酸化溶血试验
10786||1,XYK0029,酸化甘油溶血试验
10787||1,XYK0030,直接抗人球蛋白试验(Coombs’)
10788||1,XYK0031,间接抗人球蛋白试验
10789||1,XYK0032,有核红细胞计数
1078||1,XY01635,乌苯美司胶囊(百士欣)[10mg*15粒]
10790||1,XYK0033,异常血小板形态检查
10791||1,FK0030,经宫腔镜子宫肌瘤切除术
10792||1,FK0031,经宫腔镜子宫内膜剥离术
10793||1,WS0001,骨髓活检套餐1
10794||1,WS0002,骨髓活检套餐2
10795||1,WS0003,白血病免疫分型检测(全面40CD)
10796||1,WS0004,白血病免疫分型检测(28CD)
10797||1,WS0005,淋巴瘤相关检测(25CD)
10798||1,WS0006,"微小残留白血病检测(15CD,提供既往完整免疫表型信息)"
10799||1,WS0007,"微小残留白血病检测(28CD,提供既往完整免疫表型信息)"
1079||1,ZY00207,百乐眠胶囊[0.27g*24粒]
107||1,XY00649,复方银杏通脉口服液[10ml*6支]
10800||1,WS0008,红细胞CD55∕CD59评估(传统PNH—2 Cd)
10801||1,WS0009,粒细胞CD55∕CD59评估(传统PNH—2 Cd)
10802||1,WS0010,"高敏PNH白细胞检查(10CD,含粒∕单核细胞)"
10803||1,WS0011,"高敏PNH白细胞检查(14CD,含红∕粒∕单核细胞)"
10804||1,WS0012,淋系白血病GPS(骨髓涂片+免疫分型28CD+染色体核型分析)
10805||1,WS0013,髓系白血病GPS(骨髓涂片+免疫分型28CD+染色体核型分析)
10806||1,WS0014,淋巴瘤相关白血病GPS(骨髓涂片+免疫分型28CD+染色体核型分析)
10807||1,WS0015,骨髓染色体核型分析
10808||1,WS0016,外周血染色体核型分析(肿瘤)
10809||1,WS0017,CLL p53
1080||1,XY00391,(精二)地佐辛注射液[1ml:5mg]
10810||1,WS0018,CLL ATM
10811||1,WS0019,CLL +12
10812||1,WS0020,CLL 13q14.3∕13q34(2个探针，只做组合)
10813||1,WS0021,CML BCR∕ABL
10814||1,WS0022,CML +8
10815||1,WS0023,骨髓移植 CEP X∕Y
10816||1,WS0024,AML 5q-∕-5
10817||1,WS0025,AML 7q-∕-7
10818||1,WS0026,AML +8
10819||1,WS0027,AML1-ETO
1081||1,XY00685,格拉司琼葡萄糖注射液(比立)[50ml:3mg]
10820||1,WS0028,AML MLL(11q23)
10821||1,WS0029,AML CBFβ
10822||1,WS0030,AML PML-RARα
10823||1,WS0031,AML 20q-
10824||1,WS0032,AML BCR∕ABL
10825||1,WS0033,成人ALL BCR∕ABL
10826||1,WS0034,成人ALL MLL(11q23)
10827||1,WS0035,成人ALL E2A
10828||1,WS0036,成人ALL IgH
10829||1,WS0037,成人ALL MYC
1082||1,XY00706,枸地氯雷他定片(贝雪)[8.8mg*6片]
10830||1,WS0038,儿童ALL BCR∕ABL
10831||1,WS0039,儿童ALL MLL(11q23)
10832||1,WS0040,儿童ALL E2A
10833||1,WS0041,儿童ALL TEL∕AML1
10834||1,WS0042,MDS 5q-∕-5
10835||1,WS0043,MDS 7q-∕-7
10836||1,WS0044,MDS +8
10837||1,WS0045,MDS 20q-
10838||1,WS0046,MM-MGUS RB1(13q14)
10839||1,WS0047,MM-MGUS IgH
1083||1,XY00730,果糖氯化钠注射液[250ml:12.5g]
10840||1,WS0048,MM-MGUS p53
10841||1,WS0049,"MM-MGUS MYC∕IgH,CEP8"
10842||1,WS0050,NHL CCND1∕IgH
10843||1,WS0051,NHL IgH∕BCL-2
10844||1,WS0052,"NHL MYC∕IgH,CEP8"
10845||1,WS0053,NHL ALK
10846||1,WS0054,伴嗜酸细胞增多血液肿瘤 CBFβ
10847||1,WS0055,伴嗜酸细胞增多血液肿瘤 PDGFRα
10848||1,WS0056,伴嗜酸细胞增多血液肿瘤 PDGFRβ
10849||1,WS0057,伴嗜酸细胞增多血液肿瘤 FGFR1
1084||1,XY00959,蓝芩口服液[10ml*6支]
10850||1,WS0058,"BCR∕ABL检测(定量,p190)"
10851||1,WS0059,"BCR∕ABL检测(定量,p210)"
10852||1,XXK00018,14碳呼气试验
10853||1,WS0060,AML1∕ETO检测(定量)
10854||1,WS0061,PML∕RARα检测(定量)
10855||1,WS0062,TEL∕AML1检测(定量)
10856||1,WS0063,WT1检测(定量)
10857||1,WS0064,CBFB∕MYH11检测(定量)
10858||1,WS0065,E2A∕PBX1检测(定量)
10859||1,WS0066,SIL∕TAL1检测(定量)
1085||1,XY01065,氯沙坦钾片(缓宁)[50mg*7片]
10860||1,WS0067,MLL∕AF4检测(定量)
10861||1,WS0068,JAK2-V617F基因突变检测(定量)
10862||1,WS0069,JAK2基因外显子12和13突变检测(定性)
10863||1,WS0070,骨髓移植体细胞DNA嵌合率检测(STR)
10864||1,WS0071,组织配型
10865||1,WS0072,FLT3∕ITD突变检测(定性)
10866||1,WS0073,FLT3-D835突变检测(定性)
10867||1,WS0074,"NPM1基因突变检测(外因子12,定性)"
10868||1,WS0075,"CBF-AML中c-kit基因突变检测(外显子8和17,定性)"
10869||1,WS0076,BCR∕ABL融合基因ABL激酶区突变分析(定性)
1086||1,XY01080,洛伐他汀胶囊(俊宁)[20mg*12粒]
10870||1,WS0077,TCR-γ基因重排检测(定性)
10871||1,XYK0034,各种穿刺液常规检查
10872||1,WS0078,免疫球蛋白IgH重链重排检测(定性)
10873||1,WS0079,蛋白电泳(包括血清蛋白电泳、免疫固定电泳、尿本周氏蛋白电泳、三个项目)
10874||1,WS0080,G实验
10875||1,WS0081,GM实验
10876||1,WS0082,促红细胞生成素(EPO)
10877||1,JY000137,尿三杯试验
10878||1,YK0029,眼压(mmHg)
10879||1,YK0030,眼轴(mm)
1087||1,XY01107,美洛昔康片(宏强)[7.5mg*10片]
10880||1,YK0031,角膜曲率K1
10881||1,YK0032,角膜曲率K2
10882||1,YK0033,身高
10883||1,YK0034,体重
10884||1,JY000215,乳酸(静脉血浆)
10885||1,JY000216,心肌损伤标志物
10886||1,JY000217,降钙素原
10887||1,JY000218,美兰染色
10888||1,JY000219,真菌培养
10889||1,JY000220,沙眼衣原体
1088||1,XY01151,明珠口服液[10ml*12支]
10890||1,JCHC0001,磁共振扫描后增强（内听道）
10891||1,FSX0001,手侧位
10892||1,CB000038,颈动脉彩超
